date,source,station_id,tmp_avg_c,tmp_max_c,tmp_min_c,rh_avg_pct,sol_rad_avg_wm2,wind_spd_avg_ms,wind_max_ms,wind_run_km,precip_mm,eto_mm,tmp_avg_7d,tmp_avg_14d,tmp_max_7d,wind_spd_7d,wind_spd_14d,wind_run_7d,sol_rad_7d,sol_rad_14d,precip_7d,precip_14d,eto_7d,rh_avg_7d,calm_days_7d
2017-10-29,Open-Meteo (Clear Lake coords),OM-CL,19.7,27.9,12.9,55.0,165.28,1.528,3.028,132.02,0.0,2.95,21.8,18.6571,30.4286,1.0514,1.603,635.9,170.42,167.5921,0.0,11.7,21.25,44.4286,7
2017-10-30,Open-Meteo (Clear Lake coords),OM-CL,15.1,21.4,11.3,76.0,153.94,1.528,2.861,132.02,0.0,2.13,20.9286,18.3286,28.9714,1.0594,1.6606,640.74,167.61,165.4764,0.0,11.7,19.88,47.0,7
2017-10-31,Open-Meteo (Clear Lake coords),OM-CL,15.5,23.6,11.1,76.0,154.51,1.25,2.417,108.0,0.0,2.29,19.8,18.0286,27.7714,1.0793,1.6348,652.75,165.5757,162.7314,0.0,11.7,18.95,52.4286,7
2017-11-01,Open-Meteo (Clear Lake coords),OM-CL,14.5,21.0,9.8,76.0,155.67,1.528,2.917,132.02,0.0,2.33,18.6714,17.7714,26.3286,1.1786,1.6309,712.8,163.1614,160.1436,0.0,11.7,18.32,57.7143,7
2017-11-02,Open-Meteo (Clear Lake coords),OM-CL,12.7,17.4,9.7,76.0,145.25,1.944,4.417,167.96,0.0,2.05,17.3,17.7357,24.4429,1.365,1.5237,825.55,159.06,161.8957,0.0,3.1,17.52,63.4286,7
2017-11-03,Open-Meteo (Clear Lake coords),OM-CL,11.2,12.0,10.3,97.0,21.53,1.639,3.056,141.61,12.0,0.35,15.7,17.7571,21.8571,1.4643,1.3769,885.6,137.6814,152.645,12.0,12.0,14.81,72.0,7
2017-11-04,Open-Meteo (Clear Lake coords),OM-CL,10.6,13.9,7.1,78.0,146.53,2.278,3.611,196.82,2.3,1.89,14.1857,17.6643,19.6,1.6707,1.3631,1010.45,134.6729,152.8271,14.3,14.3,13.99,76.2857,6
2017-11-05,Open-Meteo (Clear Lake coords),OM-CL,9.1,13.6,5.4,76.0,125.35,2.472,4.306,213.58,0.0,1.67,12.6714,17.2357,17.5571,1.8056,1.4285,1092.01,128.9686,149.6943,14.3,14.3,12.71,79.2857,5
2017-11-06,Open-Meteo (Clear Lake coords),OM-CL,9.7,13.2,7.2,77.0,118.06,1.444,2.306,124.76,0.0,1.46,11.9,16.4143,16.3857,1.7936,1.4265,1084.75,123.8429,145.7264,14.3,14.3,12.04,79.4286,5
2017-11-07,Open-Meteo (Clear Lake coords),OM-CL,9.3,15.5,4.7,74.0,151.85,1.694,3.333,146.36,0.0,1.99,11.0143,15.4071,15.2286,1.857,1.4681,1123.11,123.4629,144.5193,14.3,14.3,11.74,79.1429,5
2017-11-08,Open-Meteo (Clear Lake coords),OM-CL,10.4,12.3,8.7,82.0,21.53,1.833,3.0,158.37,13.4,0.55,10.4286,14.55,13.9857,1.9006,1.5396,1149.46,104.3,133.7307,27.7,27.7,9.96,80.0,5
2017-11-09,Open-Meteo (Clear Lake coords),OM-CL,11.7,13.9,10.0,92.0,86.0,2.722,4.472,235.18,6.0,1.06,10.2857,13.7929,13.4857,2.0117,1.6884,1216.68,95.8357,127.4479,33.7,33.7,8.97,82.2857,4
2017-11-10,Open-Meteo (Clear Lake coords),OM-CL,11.2,13.7,9.2,93.0,75.46,1.944,3.5,167.96,4.3,0.9,10.2857,12.9929,13.7286,2.0553,1.7598,1243.03,103.54,120.6107,26.0,38.0,9.52,81.7143,4
2017-11-11,Open-Meteo (Clear Lake coords),OM-CL,10.3,15.4,6.7,82.0,138.19,1.083,2.194,93.57,0.0,1.7,10.2429,12.2143,13.9429,1.8846,1.7776,1139.78,102.3486,118.5107,23.7,38.0,9.33,82.2857,5
2017-11-12,Open-Meteo (Clear Lake coords),OM-CL,10.6,13.5,6.7,84.0,59.38,1.111,2.361,95.99,0.2,0.89,10.4571,11.5643,13.9286,1.6901,1.7479,1022.19,92.9243,110.9464,23.9,38.2,8.55,83.4286,6
2017-11-13,Open-Meteo (Clear Lake coords),OM-CL,11.3,13.4,9.4,95.0,53.36,1.75,2.972,151.2,5.8,0.7,10.6857,11.2929,13.9571,1.7339,1.7637,1048.63,83.6814,103.7621,29.7,44.0,7.79,86.0,6
2017-11-14,Open-Meteo (Clear Lake coords),OM-CL,10.0,13.8,6.2,80.0,131.71,1.444,3.694,124.76,0.0,1.58,10.7857,10.9,13.7143,1.6981,1.7776,1027.03,80.8043,102.1336,29.7,44.0,7.38,86.8571,6
2017-11-15,Open-Meteo (Clear Lake coords),OM-CL,9.7,11.4,7.8,93.0,20.02,1.389,2.167,120.01,23.3,0.35,10.6857,10.5571,13.5857,1.6347,1.7676,988.67,80.5886,92.4443,39.6,67.3,7.18,88.4286,6
2017-11-16,Open-Meteo (Clear Lake coords),OM-CL,10.5,12.4,9.1,90.0,64.93,3.417,4.417,295.23,8.6,0.82,10.5143,10.4,13.3714,1.734,1.8729,1048.72,77.5786,86.7071,42.2,75.9,6.94,88.1429,6
2017-11-17,Open-Meteo (Clear Lake coords),OM-CL,8.7,13.6,6.0,76.0,137.96,2.111,4.222,182.39,0.0,1.63,10.1571,10.2214,13.3571,1.7579,1.9066,1063.15,86.5071,95.0236,37.9,63.9,7.67,85.7143,5
2017-11-18,Open-Meteo (Clear Lake coords),OM-CL,8.7,14.6,4.6,77.0,124.88,0.806,2.056,69.64,0.1,1.5,9.9286,10.0857,13.2429,1.7183,1.8014,1039.22,84.6057,93.4771,38.0,61.7,7.47,85.0,5
2017-11-19,Open-Meteo (Clear Lake coords),OM-CL,8.6,14.6,3.5,75.0,118.63,1.028,1.833,88.82,0.0,1.44,9.6429,10.05,13.4,1.7064,1.6983,1032.05,93.07,92.9971,37.8,61.7,8.02,83.7143,5
2017-11-20,Open-Meteo (Clear Lake coords),OM-CL,10.9,13.2,8.9,98.0,25.23,1.222,2.056,105.58,9.2,0.42,9.5857,10.1357,13.3714,1.631,1.6824,986.43,89.0514,86.3664,41.2,70.9,7.74,84.1429,5
2017-11-21,Open-Meteo (Clear Lake coords),OM-CL,13.9,20.9,10.1,87.0,111.57,1.833,2.889,158.37,0.0,1.55,10.1429,10.4643,14.3857,1.6866,1.6924,1020.04,86.1743,83.4893,41.2,70.9,7.71,85.1429,5
2017-11-22,Open-Meteo (Clear Lake coords),OM-CL,15.0,21.9,8.6,75.0,113.19,1.333,2.278,115.17,0.0,1.61,10.9,10.7929,15.8857,1.6786,1.6566,1015.2,99.4843,90.0364,17.9,57.5,8.97,82.5714,5
2017-11-23,Open-Meteo (Clear Lake coords),OM-CL,14.3,19.7,10.4,84.0,70.83,1.694,3.0,146.36,0.7,1.07,11.4429,10.9786,16.9286,1.4324,1.5832,866.33,100.3271,88.9529,10.0,52.2,9.22,81.7143,6
2017-11-24,Open-Meteo (Clear Lake coords),OM-CL,13.9,17.6,12.0,77.0,108.33,1.472,2.111,127.18,0.0,1.51,12.1857,11.1714,17.5,1.3411,1.5495,811.12,96.0943,91.3007,10.0,47.9,9.1,81.8571,7
2017-11-25,Open-Meteo (Clear Lake coords),OM-CL,14.1,19.6,9.7,71.0,89.24,1.694,3.222,146.36,0.5,1.48,12.9571,11.4429,18.2143,1.468,1.5931,887.84,91.0029,87.8043,10.4,48.4,9.08,81.0,7
2017-11-26,Open-Meteo (Clear Lake coords),OM-CL,12.4,14.2,9.1,91.0,27.78,2.472,4.833,213.58,10.2,0.4,13.5,11.5714,18.1571,1.6743,1.6904,1012.6,78.0243,85.5471,20.6,58.4,8.04,83.2857,6
2017-11-27,Open-Meteo (Clear Lake coords),OM-CL,8.4,12.7,5.8,84.0,121.18,2.028,4.722,175.22,4.3,1.31,13.1429,11.3643,18.0857,1.7894,1.7102,1082.24,91.7314,90.3914,15.7,56.9,8.93,81.2857,5
2017-11-28,Open-Meteo (Clear Lake coords),OM-CL,9.0,14.1,4.8,83.0,110.53,1.639,4.556,141.61,0.0,1.37,12.4429,11.2929,17.1143,1.7617,1.7241,1065.48,91.5829,88.8786,15.7,56.9,8.75,80.7143,5
2017-11-29,Open-Meteo (Clear Lake coords),OM-CL,10.0,17.2,5.2,81.0,116.32,0.917,1.639,79.23,0.0,1.43,11.7286,11.3143,16.4429,1.7023,1.6904,1029.54,92.03,95.7571,15.7,33.6,8.57,81.5714,5
2017-11-30,Open-Meteo (Clear Lake coords),OM-CL,9.7,16.0,4.8,79.0,111.34,0.944,2.611,81.56,0.0,1.45,11.0714,11.2571,15.9143,1.5951,1.5138,964.74,97.8171,99.0721,15.0,25.0,8.95,80.8571,5
2017-12-01,Open-Meteo (Clear Lake coords),OM-CL,10.2,14.6,6.3,71.0,109.49,1.139,2.139,98.41,0.0,1.36,10.5429,11.3643,15.4857,1.5476,1.4444,935.97,97.9829,97.0386,15.0,25.0,8.8,80.0,5
2017-12-02,Open-Meteo (Clear Lake coords),OM-CL,9.8,13.4,5.8,73.0,59.49,1.806,3.861,156.04,0.6,1.05,9.9286,11.4429,14.6,1.5636,1.5158,945.65,93.7329,92.3679,15.1,25.5,8.37,80.2857,5
2017-12-03,Open-Meteo (Clear Lake coords),OM-CL,7.6,10.8,5.0,81.0,116.44,2.611,6.028,225.59,0.7,1.23,9.2429,11.3714,14.1143,1.5834,1.6289,957.66,106.3986,92.2114,5.6,26.2,9.2,78.8571,5
2017-12-04,Open-Meteo (Clear Lake coords),OM-CL,9.0,13.2,4.0,47.0,123.5,3.0,6.861,259.2,0.0,2.41,9.3286,11.2357,14.1857,1.7223,1.7559,1041.64,106.73,99.2307,1.3,17.0,10.3,73.5714,5
2017-12-05,Open-Meteo (Clear Lake coords),OM-CL,10.6,18.1,5.7,48.0,120.25,1.639,4.417,141.61,0.0,2.03,9.5571,11.0,14.7571,1.7223,1.742,1041.64,108.1186,99.8507,1.3,17.0,10.96,68.5714,5
2017-12-06,Open-Meteo (Clear Lake coords),OM-CL,9.6,18.2,4.8,69.0,117.59,1.389,2.722,120.01,0.0,1.7,9.5,10.6143,14.9,1.7897,1.746,1082.42,108.3,100.165,1.3,17.0,11.23,66.8571,5
2017-12-07,Open-Meteo (Clear Lake coords),OM-CL,10.5,19.1,2.7,52.0,120.72,2.083,3.056,179.97,0.0,2.04,9.6143,10.3429,15.3429,1.9524,1.7738,1180.83,109.64,103.7286,1.3,16.3,11.82,63.0,4
2017-12-08,Open-Meteo (Clear Lake coords),OM-CL,9.8,17.3,3.4,74.0,109.84,0.583,1.083,50.37,0.0,1.33,9.5571,10.05,15.7286,1.873,1.7103,1132.79,109.69,103.8364,1.3,16.3,11.79,63.4286,4
2017-12-09,Open-Meteo (Clear Lake coords),OM-CL,11.1,18.9,6.3,63.0,115.97,0.944,2.444,81.56,0.0,1.51,9.7429,9.8357,16.5143,1.7499,1.6567,1058.31,117.7586,105.7457,0.7,15.8,12.25,62.0,4
2017-12-10,Open-Meteo (Clear Lake coords),OM-CL,9.3,18.6,3.6,71.0,119.44,1.611,2.306,139.19,0.0,1.65,9.9857,9.6143,17.6286,1.607,1.5952,971.91,118.1871,112.2929,0.0,5.6,12.67,60.5714,5
2017-12-11,Open-Meteo (Clear Lake coords),OM-CL,11.2,18.6,4.7,58.0,115.97,1.222,2.389,105.58,0.0,1.53,10.3,9.8143,18.4,1.353,1.5376,818.29,117.1114,111.9207,0.0,1.3,11.79,62.1429,6
2017-12-12,Open-Meteo (Clear Lake coords),OM-CL,10.9,16.8,3.8,53.0,116.2,0.917,2.167,79.23,0.0,1.47,10.3429,9.95,18.2143,1.2499,1.4861,755.91,116.5329,112.3257,0.0,1.3,11.23,62.8571,6
2017-12-13,Open-Meteo (Clear Lake coords),OM-CL,10.9,17.0,4.6,57.0,111.81,0.944,1.861,81.56,0.0,1.46,10.5286,10.0143,18.0429,1.1863,1.488,717.46,115.7071,112.0036,0.0,1.3,10.99,61.1429,6
2017-12-14,Open-Meteo (Clear Lake coords),OM-CL,11.9,20.9,5.2,62.0,113.19,1.028,2.306,88.82,0.0,1.59,10.7286,10.1714,18.3,1.0356,1.494,626.31,114.6314,112.1357,0.0,1.3,10.54,62.5714,7
2017-12-15,Open-Meteo (Clear Lake coords),OM-CL,10.4,16.3,7.2,75.0,86.0,1.278,2.972,110.42,0.0,1.2,10.8143,10.1857,18.1571,1.1349,1.5039,686.36,111.2257,110.4579,0.0,1.3,10.41,62.7143,7
2017-12-16,Open-Meteo (Clear Lake coords),OM-CL,9.2,14.1,3.5,50.0,111.69,1.806,3.167,156.04,0.0,1.7,10.5429,10.1429,17.4714,1.258,1.5039,760.84,110.6143,114.1864,0.0,0.7,10.6,60.8571,7
2017-12-17,Open-Meteo (Clear Lake coords),OM-CL,10.6,17.8,4.2,58.0,106.37,1.167,1.833,100.83,0.0,1.48,10.7286,10.3571,17.3571,1.1946,1.4008,722.48,108.7471,113.4671,0.0,0.0,10.43,59.0,7
2017-12-18,Open-Meteo (Clear Lake coords),OM-CL,9.3,15.0,4.9,76.0,103.12,1.056,2.139,91.24,0.0,1.2,10.4571,10.3786,16.8429,1.1709,1.2619,708.14,106.9114,112.0114,0.0,0.0,10.1,61.5714,7
2017-12-19,Open-Meteo (Clear Lake coords),OM-CL,8.8,13.3,4.2,79.0,85.42,2.222,4.778,191.98,1.1,1.2,10.1571,10.25,16.3429,1.3573,1.3036,820.89,102.5143,109.5236,1.1,1.1,9.83,65.2857,6
2017-12-20,Open-Meteo (Clear Lake coords),OM-CL,5.7,9.1,1.5,78.0,108.45,3.444,6.028,297.56,0.7,1.23,9.4143,9.9714,15.2143,1.7144,1.4504,1036.89,102.0343,108.8707,1.8,1.8,9.6,68.2857,5
2017-12-21,Open-Meteo (Clear Lake coords),OM-CL,6.6,12.7,1.4,68.0,114.7,0.806,1.667,69.64,0.0,1.24,8.6571,9.6929,14.0429,1.6827,1.3591,1017.71,102.25,108.4407,1.8,1.8,9.25,69.1429,5
2017-12-22,Open-Meteo (Clear Lake coords),OM-CL,6.2,10.0,2.3,69.0,89.0,1.222,2.5,105.58,0.0,1.03,8.0571,9.4357,13.1429,1.6747,1.4048,1012.87,102.6786,106.9521,1.8,1.8,9.08,68.2857,5
2017-12-23,Open-Meteo (Clear Lake coords),OM-CL,7.0,13.1,3.1,68.0,101.5,1.278,1.833,110.42,0.0,1.2,7.7429,9.1429,13.0,1.5993,1.4286,967.25,101.2229,105.9186,1.8,1.8,8.58,70.8571,5
2017-12-24,Open-Meteo (Clear Lake coords),OM-CL,8.0,11.1,5.2,70.0,37.5,1.056,1.833,91.24,0.0,0.64,7.3714,9.05,12.0429,1.5834,1.389,957.66,91.3843,100.0657,1.8,1.8,7.74,72.5714,5
2017-12-25,Open-Meteo (Clear Lake coords),OM-CL,9.8,16.2,4.5,73.0,95.14,1.0,1.972,86.4,0.0,1.18,7.4429,8.95,12.2143,1.5754,1.3731,952.82,90.2443,98.5779,1.8,1.8,7.72,72.1429,5
2017-12-26,Open-Meteo (Clear Lake coords),OM-CL,8.4,15.0,3.0,81.0,108.45,1.333,2.444,115.17,0.0,1.29,7.3857,8.7714,12.4571,1.4484,1.4029,876.01,93.5343,98.0243,0.7,1.8,7.81,72.4286,6
2017-12-27,Open-Meteo (Clear Lake coords),OM-CL,8.4,15.5,2.8,81.0,101.97,1.167,2.194,100.83,0.0,1.2,7.7714,8.5929,13.3714,1.1231,1.4188,679.28,92.6086,97.3214,0.0,1.8,7.78,72.8571,7
2017-12-28,Open-Meteo (Clear Lake coords),OM-CL,9.8,16.0,4.9,73.0,104.51,1.278,2.194,110.42,0.0,1.28,8.2286,8.4429,13.8429,1.1906,1.4366,720.06,91.1529,96.7014,0.0,1.8,7.82,73.5714,7
2017-12-29,Open-Meteo (Clear Lake coords),OM-CL,9.3,17.3,2.1,62.0,107.87,1.361,2.611,117.59,0.0,1.48,8.6714,8.3643,14.8857,1.2104,1.4426,732.07,93.8486,98.2636,0.0,1.8,8.27,72.5714,7
2017-12-30,Open-Meteo (Clear Lake coords),OM-CL,11.1,17.5,5.6,56.0,99.65,1.167,2.306,100.83,0.0,1.44,9.2571,8.5,15.5143,1.1946,1.3969,722.48,93.5843,97.4036,0.0,1.8,8.51,70.8571,7
2017-12-31,Open-Meteo (Clear Lake coords),OM-CL,9.2,15.2,4.2,75.0,55.67,1.528,2.389,132.02,0.0,0.85,9.4286,8.4,16.1,1.262,1.4227,763.26,96.18,93.7821,0.0,1.8,8.72,71.5714,7
2018-01-01,Open-Meteo (Clear Lake coords),OM-CL,11.1,19.0,6.5,66.0,108.91,1.083,2.75,93.57,0.0,1.55,9.6143,8.5286,16.5,1.2739,1.4246,770.43,98.1471,94.1957,0.0,1.8,9.09,70.5714,7
2018-01-02,Open-Meteo (Clear Lake coords),OM-CL,11.8,18.5,6.6,59.0,73.61,1.389,1.972,120.01,0.1,1.28,10.1,8.7429,17.0,1.2819,1.3651,775.27,93.17,93.3521,0.1,0.8,9.08,67.4286,7
2018-01-03,Open-Meteo (Clear Lake coords),OM-CL,10.6,17.4,6.1,66.0,47.8,2.028,2.75,175.22,2.1,1.14,10.4143,9.0929,17.2714,1.4049,1.264,849.66,85.4314,89.02,2.2,2.2,9.02,65.2857,6
2018-01-04,Open-Meteo (Clear Lake coords),OM-CL,10.5,12.9,9.0,95.0,20.95,1.972,2.944,170.38,1.9,0.35,10.5143,9.3714,16.8286,1.504,1.3473,909.62,73.4943,82.3236,4.1,4.1,8.09,68.4286,6
2018-01-05,Open-Meteo (Clear Lake coords),OM-CL,11.2,12.7,9.1,98.0,33.22,1.583,2.917,136.77,3.3,0.45,10.7857,9.7286,16.1714,1.5357,1.3731,928.8,62.83,78.3393,7.4,7.4,7.06,73.5714,6
2018-01-06,Open-Meteo (Clear Lake coords),OM-CL,7.9,13.0,3.7,87.0,105.32,1.472,2.5,127.18,0.0,1.16,10.3286,9.7929,15.5286,1.5793,1.3869,955.15,63.64,78.6121,7.4,7.4,6.78,78.0,6
2018-01-07,Open-Meteo (Clear Lake coords),OM-CL,7.5,12.9,3.3,86.0,75.0,1.333,2.833,115.17,0.0,0.98,10.0857,9.7571,15.2,1.5514,1.4067,938.3,66.4014,81.2907,7.4,7.4,6.91,79.5714,6
2018-01-08,Open-Meteo (Clear Lake coords),OM-CL,7.7,8.5,7.0,99.0,7.18,2.333,3.083,201.57,33.2,0.19,9.6,9.6071,13.7,1.73,1.5019,1046.3,51.8686,75.0079,40.6,40.6,5.55,84.2857,5
2018-01-09,Open-Meteo (Clear Lake coords),OM-CL,9.5,12.8,7.0,96.0,32.64,2.444,4.0,211.16,9.3,0.45,9.2714,9.6857,12.8857,1.8807,1.5813,1137.45,46.0157,69.5929,49.8,49.9,4.72,89.5714,4
2018-01-10,Open-Meteo (Clear Lake coords),OM-CL,7.6,10.7,5.6,92.0,47.92,2.0,3.694,172.8,2.5,0.59,8.8429,9.6286,11.9286,1.8767,1.6408,1135.03,46.0329,65.7321,50.2,52.4,4.17,93.2857,4
2018-01-11,Open-Meteo (Clear Lake coords),OM-CL,9.6,12.3,7.3,95.0,48.96,1.889,3.25,163.21,1.5,0.64,8.7143,9.6143,11.8429,1.8649,1.6844,1127.86,50.0343,61.7643,49.8,53.9,4.46,93.2857,4
2018-01-12,Open-Meteo (Clear Lake coords),OM-CL,10.3,16.2,5.7,87.0,116.67,1.139,2.444,98.41,0.1,1.42,8.5857,9.6857,12.3429,1.8014,1.6686,1089.5,61.9557,62.3929,46.6,54.0,5.43,91.7143,4
2018-01-13,Open-Meteo (Clear Lake coords),OM-CL,11.0,20.4,4.0,73.0,119.33,1.472,2.806,127.18,0.0,1.79,9.0286,9.6786,13.4,1.8014,1.6904,1089.5,63.9571,63.7986,46.6,54.0,6.06,89.7143,4
2018-01-14,Open-Meteo (Clear Lake coords),OM-CL,11.5,17.6,7.2,67.0,98.73,2.0,2.917,172.8,0.0,1.59,9.6,9.8429,14.0714,1.8967,1.7241,1147.13,67.3471,66.8743,46.6,54.0,6.67,87.0,3
2018-01-15,Open-Meteo (Clear Lake coords),OM-CL,10.1,16.2,5.0,75.0,71.76,1.611,2.5,139.19,0.2,1.09,9.9429,9.7714,15.1714,1.7936,1.7618,1084.75,76.5729,64.2207,13.6,54.2,7.57,83.5714,4
2018-01-16,Open-Meteo (Clear Lake coords),OM-CL,10.9,13.8,8.7,92.0,45.25,1.25,2.0,108.0,4.1,0.65,10.1429,9.7071,15.3143,1.623,1.7519,981.59,78.3743,62.195,8.4,58.2,7.77,83.0,5
2018-01-17,Open-Meteo (Clear Lake coords),OM-CL,11.1,17.7,6.2,87.0,110.3,1.167,1.889,100.83,0.0,1.41,10.6429,9.7429,16.3143,1.504,1.6904,909.62,87.2857,66.6593,5.9,56.1,8.59,82.2857,6
2018-01-18,Open-Meteo (Clear Lake coords),OM-CL,9.4,11.5,7.1,98.0,21.53,2.361,4.694,203.99,7.9,0.33,10.6143,9.6643,16.2,1.5714,1.7181,950.4,83.3671,66.7007,12.3,62.1,8.28,82.7143,5
2018-01-19,Open-Meteo (Clear Lake coords),OM-CL,6.3,9.2,3.4,83.0,110.53,2.917,4.611,252.03,0.2,1.16,10.0429,9.3143,15.2,1.8254,1.8134,1104.02,82.49,72.2229,12.4,59.0,8.02,82.1429,4
2018-01-20,Open-Meteo (Clear Lake coords),OM-CL,5.0,10.7,0.3,81.0,130.44,1.972,3.722,170.38,0.0,1.41,9.1857,9.1071,13.8143,1.8969,1.8491,1147.22,84.0771,74.0171,12.4,59.0,7.64,83.2857,4
2018-01-21,Open-Meteo (Clear Lake coords),OM-CL,6.1,10.2,1.5,90.0,58.33,1.75,3.639,151.2,8.8,0.76,8.4143,9.0071,12.7571,1.8611,1.8789,1125.62,78.3057,72.8264,21.2,67.8,6.81,86.5714,5
2018-01-22,Open-Meteo (Clear Lake coords),OM-CL,8.7,11.7,6.8,89.0,117.48,1.75,2.806,151.2,2.6,1.3,8.2143,9.0786,12.1143,1.881,1.8373,1137.63,84.8371,80.705,23.6,37.2,7.02,88.5714,5
2018-01-23,Open-Meteo (Clear Lake coords),OM-CL,7.8,12.5,4.1,82.0,115.97,0.722,1.722,62.38,0.0,1.31,7.7714,8.9571,11.9286,1.8056,1.7143,1092.01,94.94,86.6571,19.5,27.9,7.68,87.1429,5
2018-01-24,Open-Meteo (Clear Lake coords),OM-CL,6.9,10.8,4.2,92.0,23.26,2.528,6.722,218.42,15.6,0.37,7.1714,8.9071,10.9429,2.0,1.752,1209.6,82.5057,84.8957,35.1,41.0,6.64,87.8571,4
2018-01-25,Open-Meteo (Clear Lake coords),OM-CL,5.3,7.6,2.7,92.0,87.5,2.806,4.083,242.44,2.3,0.78,6.5857,8.6,10.3857,2.0636,1.8175,1248.05,91.93,87.6486,29.5,41.8,7.09,87.0,4
2018-01-26,Open-Meteo (Clear Lake coords),OM-CL,5.1,8.9,0.8,83.0,105.09,1.389,2.5,120.01,0.0,1.12,6.4143,8.2286,10.3429,1.8453,1.8354,1116.03,91.1529,86.8214,29.3,41.7,7.05,87.0,5
2018-01-27,Open-Meteo (Clear Lake coords),OM-CL,7.5,11.7,4.0,86.0,57.87,1.333,2.611,115.17,0.2,0.77,6.7714,7.9786,10.4857,1.754,1.8254,1060.82,80.7857,82.4314,29.5,41.9,6.41,87.7143,5
2018-01-28,Open-Meteo (Clear Lake coords),OM-CL,10.4,19.5,3.5,82.0,132.18,0.889,1.806,76.81,0.0,1.75,7.3857,7.9,11.8143,1.631,1.7461,986.43,91.3357,84.8207,20.7,41.9,7.4,86.5714,5
2018-01-29,Open-Meteo (Clear Lake coords),OM-CL,11.7,19.1,6.3,64.0,95.72,0.944,1.722,81.56,0.0,1.42,7.8143,8.0143,12.8714,1.5159,1.6984,916.79,88.2271,86.5321,18.1,41.7,7.52,83.0,5
2018-01-30,Open-Meteo (Clear Lake coords),OM-CL,10.1,17.6,4.4,73.0,136.92,2.056,4.0,177.64,0.0,1.86,8.1429,7.9571,13.6,1.7064,1.756,1032.05,91.22,93.08,18.1,37.6,8.07,81.7143,4
2018-01-31,Open-Meteo (Clear Lake coords),OM-CL,11.5,18.2,5.0,63.0,145.72,0.833,1.639,71.97,0.0,1.89,8.8,7.9857,14.6571,1.4643,1.7321,885.6,108.7143,95.61,2.5,37.6,9.59,77.5714,5
2018-02-01,Open-Meteo (Clear Lake coords),OM-CL,13.9,22.0,7.8,60.0,141.32,0.917,2.028,79.23,0.0,2.02,10.0286,8.3071,16.7143,1.1944,1.629,722.39,116.4029,104.1664,0.2,29.7,10.83,73.0,6
2018-02-02,Open-Meteo (Clear Lake coords),OM-CL,14.7,23.9,6.9,67.0,147.92,1.0,1.833,86.4,0.0,2.23,11.4,8.9071,18.8571,1.1389,1.4921,688.78,122.5214,106.8371,0.2,29.5,11.94,70.7143,6
2018-02-03,Open-Meteo (Clear Lake coords),OM-CL,16.6,24.4,9.8,59.0,150.12,1.472,2.778,127.18,0.0,2.54,12.7,9.7357,20.6714,1.1587,1.4564,700.79,135.7,108.2429,0.0,29.5,13.71,66.8571,6
2018-02-04,Open-Meteo (Clear Lake coords),OM-CL,14.8,23.1,5.9,70.0,146.06,0.944,2.417,81.56,0.0,2.14,13.3286,10.3571,21.1857,1.1666,1.3988,705.54,137.6829,114.5093,0.0,20.7,14.1,65.1429,6
2018-02-05,Open-Meteo (Clear Lake coords),OM-CL,14.5,22.4,9.3,67.0,144.21,1.111,3.5,95.99,0.0,2.19,13.7286,10.7714,21.6571,1.1904,1.3531,719.97,144.61,116.4186,0.0,18.1,14.87,65.5714,6
2018-02-06,Open-Meteo (Clear Lake coords),OM-CL,14.1,22.2,8.3,51.0,161.11,1.5,2.917,129.6,0.0,2.67,14.3,11.2214,22.3143,1.111,1.4087,671.93,148.0657,119.6429,0.0,18.1,15.68,62.4286,7
2018-02-07,Open-Meteo (Clear Lake coords),OM-CL,13.5,21.5,7.6,53.0,159.38,1.556,3.361,134.44,0.0,2.57,14.5857,11.6929,22.7857,1.2143,1.3393,734.4,150.0171,129.3657,0.0,2.5,16.36,61.0,7
2018-02-08,Open-Meteo (Clear Lake coords),OM-CL,14.1,22.6,5.8,67.0,161.92,0.917,1.667,79.23,0.0,2.33,14.6143,12.3214,22.8714,1.2143,1.2044,734.4,152.96,134.6814,0.0,0.2,16.67,62.0,7
2018-02-09,Open-Meteo (Clear Lake coords),OM-CL,15.6,23.5,10.5,59.0,157.75,1.972,4.611,170.38,0.0,2.73,14.7429,13.0714,22.8143,1.3531,1.246,818.38,154.3643,138.4429,0.0,0.2,17.17,60.8571,7
2018-02-10,Open-Meteo (Clear Lake coords),OM-CL,11.0,17.3,6.9,56.0,161.0,2.139,3.972,184.81,0.0,2.56,13.9429,13.3214,21.8,1.4484,1.3036,876.01,155.9186,145.8093,0.0,0.0,17.19,60.4286,6
2018-02-11,Open-Meteo (Clear Lake coords),OM-CL,7.7,12.0,2.5,70.0,122.57,2.722,6.528,235.18,0.0,1.53,12.9286,13.1286,20.2143,1.7024,1.4345,1029.63,152.5629,145.1229,0.0,0.0,16.58,60.4286,5
2018-02-12,Open-Meteo (Clear Lake coords),OM-CL,7.4,12.5,2.2,62.0,171.99,2.639,4.222,228.01,0.0,2.44,11.9143,12.8214,18.8,1.9207,1.5556,1161.65,156.5314,150.5707,0.0,0.0,16.83,59.7143,4
2018-02-13,Open-Meteo (Clear Lake coords),OM-CL,8.9,14.7,2.1,44.0,178.82,2.833,4.722,244.77,0.0,2.9,11.1714,12.7357,17.7286,2.1111,1.6111,1276.82,159.0614,153.5636,0.0,0.0,17.06,58.7143,3
